hero_id,game_id,total_gold,item_id_1,item_id_2,item_id_3,item_id_4,item_id_5
77,265,9880,113,115,65,52,121
35,265,8918,58,150,99,138,93
88,265,13442,47,158,143,119,53
54,265,9620,101,100,71,23,119
3,265,22516,95,173,27,148,166
83,266,15050,140,168,64,107,141
83,266,11610,43,26,39,4,134
49,266,26574,1,108,3,5,90
23,266,24854,161,59,41,13,103
28,266,8084,172,59,166,7,27
59,266,18576,62,144,50,4,101
71,266,28767,168,1,23,76,87
103,266,31046,6,131,85,148,154
20,266,15781,32,97,40,6,23
40,266,10664,167,86,116,143,46
118,267,33150,23,26,47,160,30
81,267,24123,110,132,4,70,148
22,267,37740,142,58,10,36,94
5,267,24123,94,137,169,80,101
107,267,26214,108,17,75,127,126
35,267,11730,28,92,146,106,142
101,267,17952,38,85,83,129,168
51,267,25449,146,68,97,167,38
86,267,19788,132,12,107,170,40
49,267,30651,70,75,77,6,88
95,268,8338,113,80,1,9,34
15,268,10912,45,85,75,89,81
113,268,6644,78,67,135,144,154
59,268,11132,93,132,125,157,64
1,268,6116,133,54,102,170,119
75,268,8910,62,84,97,94,15
23,268,14806,15,123,82,30,160
28,268,7414,131,170,57,167,16
58,268,8778,76,137,89,164,171
41,268,4422,68,146,71,98,3
71,269,24852,74,2,153,52,72
75,269,20634,13,127,148,160,90
17,269,28880,142,69,128,41,100
2,269,12160,91,17,67,9,143
68,269,8322,69,137,76,166,104
19,269,12578,91,96,22,35,92
93,269,25460,131,141,120,128,142
100,269,24282,155,160,68,119,138
35,269,11932,102,73,133,86,145
4,269,30970,160,1,76,137,78
85,270,11515,60,89,149,92,45
56,270,18377,124,172,11,57,18
17,270,35720,150,68,84,34,141
74,270,16826,165,35,27,62,42
24,270,13583,95,27,51,19,108
9,270,24252,123,83,96,48,117
109,270,17014,147,82,110,4,73
96,270,33323,159,50,99,25,78
93,270,17437,105,146,78,154,3
36,270,30268,14,130,113,62,60
76,271,30786,56,96,160,114,24
47,271,11844,78,54,83,26,102
15,271,24570,140,84,162,71,107
31,271,25746,80,132,68,29,143
103,271,23814,25,95,143,61,13
114,271,16464,129,44,137,126,96
101,271,24738,147,166,27,90,78
51,271,28140,46,149,131,86,28
25,271,34356,4,131,162,107,119
67,271,9240,69,35,161,116,36
88,272,31948,32,57,13,109,67
67,272,10437,96,108,39,27,111
100,272,34692,141,9,125,23,12
36,272,14014,62,81,63,108,170
103,272,31605,172,86,55,118,84
73,272,9653,20,127,30,128,106
94,272,11466,152,110,55,5,85
88,272,28959,83,154,33,103,122
55,272,30135,64,19,125,57,118
59,272,17150,85,56,33,146,143
10,273,12460,113,2,91,37,104
115,273,11172,169,25,134,158,84
2,273,8960,63,5,7,89,99
79,273,19544,62,38,52,91,5
79,273,18144,105,66,118,31,112
7,273,9380,137,72,16,166,83
88,273,12488,29,67,95,98,30
69,273,7476,75,108,30,104,113
47,273,5404,27,160,18,65,80
76,273,15708,158,60,165,122,142
9,274,24486,104,8,1,147,164
89,274,15411,56,101,22,173,61
68,274,7590,55,155,108,43,53
100,274,26598,110,89,14,79,114
93,274,17391,39,53,92,56,30
24,274,6600,138,81,16,39,77
98,274,16104,63,34,67,45,131
64,274,16236,16,49,28,6,62
118,274,21549,114,170,61,168,76
41,274,6006,167,48,72,16,118
82,275,16752,39,157,58,160,117
18,275,15696,70,166,32,53,23
2,275,15360,60,38,128,25,85
115,275,17808,13,99,16,164,44
42,275,28560,87,21,157,20,2
51,275,26976,118,9,12,83,13
103,275,27696,58,163,79,121,141
88,275,24480,108,80,41,76,133
69,275,12816,153,27,117,80,59
34,275,30960,85,23,110,75,25
79,276,33408,124,111,60,12,72
119,276,26496,161,145,155,62,18
103,276,38736,111,28,36,113,31
14,276,21168,45,126,72,34,154
54,276,20928,137,106,138,32,94
103,276,19824,13,65,125,98,127
96,276,43488,131,71,84,159,165
101,276,26544,120,160,117,112,23
25,276,40416,50,70,22,103,172
59,276,18384,98,162,37,149,17
101,277,14467,141,169,93,136,145
55,277,12173,33,57,145,10,69
12,277,27010,126,168,46,135,132
113,277,7918,126,33,16,101,69
15,277,16391,71,88,44,45,41
15,277,22385,92,118,82,72,37
98,277,15244,97,72,16,158,62
60,277,10767,2,94,35,52,19
10,277,8288,5,168,83,13,153
91,277,27454,45,171,86,102,85
93,278,13104,76,25,106,156,42
96,278,20568,18,44,107,93,125
112,278,11448,108,166,109,146,54
11,278,9456,113,102,67,110,3
27,278,12432,146,116,26,158,84
29,278,9144,130,142,115,44,92
3,278,20784,131,104,97,24,99
48,278,15000,173,51,68,151,56
16,278,8256,31,3,5,168,75
27,278,13560,30,43,146,157,20
66,279,12750,100,115,27,59,38
97,279,34750,145,120,73,144,140
48,279,32500,7,44,60,117,74
76,279,30100,124,30,41,43,31
47,279,16200,88,121,106,9,91
55,279,28300,159,173,33,133,85
72,279,36050,48,58,120,125,44
19,279,17500,47,82,25,12,153
5,279,19550,157,13,115,85,90
22,279,22800,74,10,97,115,57
112,280,22188,137,50,144,113,35
42,280,25585,68,45,19,114,104
70,280,23822,78,31,103,80,60
35,280,8729,106,14,125,172,111
88,280,23650,70,53,122,171,104
95,280,9804,46,129,131,104,5
77,280,14233,150,147,110,33,50
59,280,12083,111,91,8,113,126
104,280,16555,81,42,23,75,115
38,280,28079,53,119,164,141,156
46,281,19411,28,78,69,36,85
21,281,12596,92,131,108,166,147
13,281,23688,122,148,12,83,11
2,281,15040,160,126,103,91,112
115,281,21009,89,136,100,144,94
41,281,10763,170,138,114,92,73
23,281,13959,44,71,112,85,165
96,281,36143,9,13,95,53,79
53,281,18377,150,115,32,102,66
74,281,21291,155,32,169,112,42
49,282,25143,32,27,118,87,38
7,282,21879,82,120,143,69,115
56,282,18360,22,8,36,45,172
54,282,18564,131,43,86,50,115
1,282,12240,92,140,114,153,35
38,282,35394,70,46,159,144,168
13,282,30192,143,89,87,130,171
85,282,13413,8,71,132,55,131
4,282,37842,150,135,18,124,9
18,282,14535,132,60,80,8,104
69,283,15753,155,87,44,52,50
117,283,30149,125,157,65,113,63
88,283,29028,123,40,92,103,80
84,283,44545,128,21,17,109,51
71,283,35872,171,73,163,96,45
13,283,25606,156,47,137,138,85
61,283,37701,167,139,101,157,2
106,283,18408,6,13,166,137,124
78,283,38940,138,136,64,97,16
66,283,13983,58,171,73,122,111
80,284,6560,67,51,143,12,38
58,284,15960,62,68,17,136,50
49,284,21960,167,128,43,63,137
31,284,33720,164,7,77,98,147
45,284,12440,65,154,111,130,53
15,284,26280,157,107,81,89,103
2,284,12800,5,172,51,79,54
6,284,10560,54,63,116,41,160
83,284,10440,89,57,108,99,23
65,284,22520,19,97,145,106,127
77,285,12288,87,11,123,91,60
10,285,14336,97,152,142,154,13
17,285,24320,46,49,96,163,38
56,285,14112,105,87,56,63,139
30,285,7616,56,116,147,88,113
100,285,19296,134,30,28,100,76
119,285,15392,26,50,129,154,49
16,285,8128,45,60,78,50,152
76,285,17216,79,100,43,103,45
87,285,6496,129,99,61,67,31
60,286,17088,145,91,5,2,135
101,286,6192,162,33,107,160,118
1,286,5952,44,97,147,41,158
91,286,10248,11,52,120,54,109
119,286,11280,80,67,112,44,41
30,286,5448,15,22,30,98,16
82,286,8568,89,159,133,35,150
4,286,17088,151,160,131,40,23
21,286,9912,142,134,129,118,2
44,286,14568,7,134,120,89,98
101,287,22410,68,121,55,88,98
2,287,17280,105,159,18,151,153
70,287,20682,162,82,28,143,42
49,287,27486,47,38,67,112,158
13,287,19008,118,117,157,89,161
46,287,43686,173,71,172,34,46
94,287,24732,101,75,98,152,57
99,287,32238,141,120,29,40,17
41,287,12366,20,21,70,79,35
77,287,19494,151,8,69,87,125
79,288,23880,23,54,34,17,92
14,288,17760,63,1,103,155,106
1,288,6840,11,142,61,134,119
74,288,15840,35,56,89,103,74
61,288,14640,71,115,21,48,164
45,288,6090,55,39,100,23,2
99,288,17760,131,58,59,121,51
26,288,24210,108,29,24,94,100
54,288,10260,43,109,22,61,42
23,288,9870,141,140,105,37,62
2,289,16640,10,72,42,61,17
75,289,25428,99,167,165,107,108
29,289,25272,111,76,22,40,13
108,289,18148,104,98,23,142,143
74,289,32084,42,165,67,76,3
46,289,49088,64,122,116,142,41
111,289,23400,11,6,79,99,92
50,289,14040,113,22,87,27,148
107,289,26936,64,159,74,92,42
43,289,27924,117,13,171,80,168
86,290,12832,83,9,103,48,115
29,290,21984,129,132,109,118,36
96,290,20160,135,45,162,31,8
53,290,14336,59,7,21,19,131
42,290,19040,67,113,105,4,2
15,290,22752,116,143,125,45,144
66,290,7776,108,137,138,160,75
60,290,17696,27,22,56,126,44
69,290,8544,132,121,165,34,128
75,290,26976,16,73,134,111,89
96,291,23946,148,42,142,117,99
69,291,6942,63,118,48,153,46
69,291,6942,31,103,67,134,24
62,291,6084,74,22,121,136,54
53,291,10842,56,35,46,132,65
95,291,5954,37,171,76,14,42
49,291,16198,136,19,47,46,21
101,291,11232,48,15,88,25,44
107,291,15288,85,140,71,64,44
65,291,15054,173,23,122,146,100
114,292,27702,138,80,171,36,6
21,292,11666,81,38,121,125,162
77,292,13262,54,49,94,36,133
65,292,23104,104,124,90,118,109
56,292,15884,51,100,142,138,136
39,292,11590,67,8,91,118,80
94,292,7486,78,75,152,136,169
111,292,20900,2,116,141,134,113
81,292,16150,31,125,91,48,103
51,292,24966,126,41,103,149,9
41,293,15453,147,74,2,49,29
46,293,51102,169,73,2,78,119
108,293,13056,51,106,71,94,13
110,293,30090,99,101,64,47,9
3,293,44166,154,83,125,1,167
67,293,10404,129,62,120,115,38
95,293,19227,134,54,19,60,166
76,293,34629,114,163,110,99,135
86,293,15657,130,61,47,24,48
33,293,18717,71,102,89,114,107
20,294,11580,34,23,44,3,97
34,294,14490,27,99,108,132,50
57,294,21570,90,128,54,135,56
79,294,22890,121,78,133,79,40
77,294,9870,119,32,50,25,145
74,294,17040,104,140,88,89,21
11,294,13980,95,125,114,38,169
51,294,19740,23,143,9,131,75
36,294,12990,95,39,97,59,109
81,294,11460,111,80,130,84,106
6,295,9900,167,23,141,166,101
21,295,15664,173,86,32,25,117
15,295,22484,68,92,13,146,75
60,295,12012,153,76,128,39,82
67,295,11704,133,159,43,158,169
3,295,38104,32,150,132,81,70
110,295,21780,144,86,71,127,119
64,295,21648,141,38,127,137,78
114,295,17204,173,22,34,9,135
60,295,10824,152,136,140,103,56
80,296,12915,66,47,86,135,52
10,296,10890,16,135,20,85,4
62,296,12915,62,15,120,65,123
110,296,25380,71,107,93,131,6
100,296,35325,20,146,173,159,4
119,296,31365,99,142,7,66,161
2,296,14400,95,124,170,72,114
98,296,12240,71,4,9,21,29
65,296,27270,144,51,40,173,38
62,296,27090,54,88,109,108,86
29,297,9620,59,34,81,98,33
2,297,8320,37,2,171,88,8
13,297,13494,74,80,154,143,54
11,297,8294,51,43,21,20,57
77,297,9490,61,95,131,136,113
108,297,9724,61,161,63,47,32
75,297,15366,165,146,73,135,152
88,297,15964,5,119,143,148,120
25,297,14976,52,17,110,47,115
72,297,19526,84,57,53,6,116
1,298,5775,170,169,100,78,145
16,298,5150,75,65,145,71,131
109,298,10325,115,42,137,157,60
107,298,15900,123,165,131,44,153
62,298,10150,117,132,159,93,68
35,298,5500,94,39,83,102,166
38,298,16400,170,162,85,90,77
56,298,12825,14,151,89,108,161
113,298,5650,44,113,54,153,4
85,298,8225,158,107,169,127,19
24,299,11298,161,43,94,113,77
87,299,8610,88,51,33,54,18
62,299,30492,4,9,17,15,164
112,299,17892,121,104,40,18,114
100,299,29484,96,19,108,129,88
41,299,8064,116,106,143,52,107
56,299,19824,57,80,8,108,97
67,299,11760,53,49,74,155,75
91,299,24696,21,37,86,3,26
110,299,18606,75,1,30,165,134
41,300,10258,129,164,1,61,122
4,300,38870,1,103,50,130,29
50,300,15594,111,138,160,40,8
84,300,35328,108,165,124,32,88
62,300,41216,120,164,112,155,82
75,300,38732,70,93,169,118,43
77,300,17204,148,17,77,30,116
62,300,43010,102,143,92,131,61
68,300,10764,36,1,162,22,94
32,300,13018,70,142,170,44,141
27,301,34730,45,157,66,160,118
21,301,15686,47,144,89,2,120
35,301,8924,82,104,70,112,148
49,301,29256,67,5,168,27,148
112,301,20286,140,146,23,96,14
56,301,16238,3,35,171,78,63
100,301,32246,80,69,145,38,24
63,301,45724,101,71,12,118,33
107,301,31234,150,54,51,27,9
18,301,17434,152,166,8,139,81
79,302,28826,167,82,60,103,140
3,302,50228,20,8,159,3,84
22,302,26622,102,12,52,151,78
69,302,15486,43,46,6,136,119
92,302,27956,148,25,111,76,85
103,302,24824,110,51,142,71,48
91,302,41760,82,15,50,29,88
20,302,30102,172,151,131,139,2
63,302,31320,27,32,106,153,154
15,302,31610,171,153,86,149,145
108,303,11920,131,148,57,136,151
68,303,9440,152,98,80,138,75
70,303,15600,144,64,78,118,33
79,303,21360,13,55,72,144,28
29,303,22280,109,149,79,57,99
76,303,22000,99,22,74,53,166
36,303,10760,52,134,161,98,160
113,303,10000,39,14,167,169,8
85,303,13120,48,51,39,30,63
20,303,12720,72,10,145,65,156
5,304,28938,42,72,64,113,79
39,304,15847,118,112,97,109,84
83,304,16960,113,90,112,140,30
62,304,21041,149,44,91,20,140
88,304,26659,68,88,86,36,102
107,304,37259,123,83,56,170,78
24,304,14045,102,70,121,44,86
69,304,14151,45,60,139,160,110
88,304,28567,44,22,108,45,26
39,304,19716,159,143,61,95,99
94,305,25665,105,82,31,156,98
51,305,32922,118,80,62,105,143
16,305,15458,35,66,8,86,41
93,305,31506,127,106,21,119,146
35,305,16992,5,83,140,10,50
87,305,14809,87,64,11,171,157
109,305,21122,164,157,7,97,35
57,305,63897,23,72,101,145,34
42,305,35105,107,69,168,79,135
57,305,42598,35,123,99,168,27
49,306,21952,148,14,112,129,32
49,306,38514,69,41,6,60,87
5,306,22442,45,68,169,161,47
104,306,23520,47,104,145,130,42
106,306,17493,108,118,77,120,134
110,306,23422,37,126,134,92,18
76,306,31948,11,136,29,77,49
63,306,42483,141,123,119,173,135
106,306,12838,103,151,164,124,170
87,306,16660,170,57,46,85,143
91,307,9860,134,57,143,125,123
14,307,12820,145,23,65,129,117
13,307,10960,25,123,147,67,40
28,307,6220,163,104,130,132,155
85,307,6680,124,55,125,88,22
23,307,9280,125,128,29,41,65
21,307,6340,56,107,120,132,92
83,307,4540,172,139,161,78,24
89,307,5080,103,145,157,100,47
80,307,4620,18,113,134,132,166
2,308,10560,140,155,127,30,133
96,308,27159,143,11,158,153,60
52,308,20988,145,142,84,131,77
5,308,14520,67,116,26,56,62
112,308,13134,5,76,36,148,23
55,308,15609,105,77,64,103,93
101,308,17820,92,35,111,22,47
94,308,7392,60,72,100,167,87
109,308,13365,105,12,152,58,100
12,308,22539,156,8,49,114,33
33,309,24654,28,151,86,87,136
37,309,8778,123,77,147,102,38
116,309,10332,162,138,67,118,95
112,309,21672,13,61,17,83,42
88,309,27468,115,135,109,73,92
2,309,13440,48,70,2,73,38
49,309,19026,134,30,49,131,148
69,309,11214,13,111,153,168,14
85,309,12894,124,85,30,40,158
85,309,12600,80,19,92,78,43
111,310,16873,31,115,42,169,136
104,310,24769,87,59,162,142,33
84,310,31349,101,89,27,98,81
5,310,17202,71,24,136,166,132
48,310,25192,156,2,148,91,90
52,310,31114,161,39,6,165,162
80,310,10998,118,75,74,147,98
86,310,18424,165,27,157,96,137
15,310,24393,34,16,39,157,35
24,310,8319,97,131,45,167,53
109,311,25806,48,28,160,18,43
60,311,20859,40,89,144,80,115
88,311,21216,99,114,133,162,5
57,311,55896,105,94,133,112,117
82,311,18309,62,143,130,101,81
119,311,30702,154,23,137,90,59
106,311,17544,57,49,124,19,53
57,311,33813,50,14,12,44,23
21,311,20451,132,93,98,19,144
88,311,25755,57,111,118,74,141
118,312,18908,128,79,172,7,167
51,312,17226,169,102,74,159,152
98,312,16066,98,91,90,42,93
118,312,18908,169,15,65,118,73
4,312,19633,101,28,15,166,167
22,312,13601,100,106,87,125,44
113,312,5829,16,86,93,96,2
92,312,5858,81,63,7,4,69
2,312,9280,80,46,156,141,44
37,312,6931,158,75,171,150,85
62,313,21264,62,10,144,103,4
60,313,9888,47,170,45,82,24
60,313,12408,111,74,128,164,42
30,313,6120,74,41,161,32,160
79,313,15264,65,149,136,11,158
70,313,6576,169,107,134,97,74
32,313,5568,148,172,27,140,45
97,313,14160,32,99,68,62,1
59,313,12216,60,144,58,154,62
49,313,17304,12,91,71,49,51
114,314,16416,73,30,108,106,163
78,314,11124,45,128,107,156,94
9,314,12312,97,121,44,47,105
74,314,12825,131,115,2,72,92
34,314,12015,8,15,50,30,130
18,314,10287,93,35,115,61,54
108,314,10584,58,38,78,128,18
37,314,8505,150,1,57,45,40
59,314,5940,88,170,14,45,162
52,314,17037,10,83,64,61,50
6,315,5805,94,13,76,48,51
85,315,9720,140,16,35,99,160
104,315,7182,162,84,104,66,2
31,315,24192,29,96,125,32,102
93,315,12393,75,57,80,70,103
87,315,5589,157,150,91,17,28
53,315,15741,6,129,60,43,142
20,315,10422,117,54,73,134,139
107,315,13014,168,22,135,65,2
75,315,11043,124,156,87,116,14
22,316,7700,112,36,57,101,107
85,316,6356,110,78,127,66,26
81,316,12796,1,16,13,170,65
69,316,7476,16,18,65,92,157
3,316,24248,145,98,47,11,53
102,316,9884,87,152,78,90,36
51,316,16128,116,66,133,48,100
81,316,7056,120,129,19,136,99
97,316,14672,128,75,52,9,123
99,316,17976,3,71,149,65,97
108,317,19950,102,135,66,167,37
100,317,45657,32,167,90,50,79
65,317,25821,30,84,108,97,67
107,317,31692,31,117,130,133,4
41,317,11343,113,12,62,21,53
97,317,53238,82,113,167,6,118
47,317,11742,39,148,60,117,19
81,317,17670,10,86,117,139,80
16,317,13452,9,113,147,83,138
65,317,34371,98,37,64,133,147
59,318,13702,74,39,160,118,8
29,318,22644,14,46,68,41,154
55,318,16728,4,91,125,150,130
17,318,25840,159,154,30,115,163
16,318,8942,149,90,153,39,160
99,318,23222,2,116,137,5,165
3,318,29444,94,159,15,43,18
16,318,10438,151,153,16,56,75
43,318,16456,89,67,111,131,52
45,318,6834,162,20,4,28,22
77,319,17784,83,98,25,113,86
96,319,37960,133,149,84,101,140
64,319,25584,98,75,115,76,87
12,319,36660,65,39,14,127,105
38,319,37232,39,58,135,79,153
94,319,16640,17,122,161,147,9
1,319,11336,144,152,7,114,161
12,319,36452,128,41,109,97,153
14,319,29172,99,110,45,89,39
88,319,26728,118,75,13,39,56
46,320,42435,167,85,171,79,139
25,320,35670,114,152,145,162,63
15,320,29315,111,11,112,24,2
19,320,13735,146,34,64,75,68
88,320,22222,112,74,2,142,98
43,320,26896,173,162,14,71,79
15,320,25543,17,144,46,146,11
106,320,11603,110,80,34,43,126
83,320,13653,149,156,57,52,87
71,320,25092,97,162,130,92,51
63,321,27755,106,37,85,38,26
4,321,27195,126,97,100,116,21
31,321,28805,3,64,127,63,160
3,321,30310,165,6,49,134,16
40,321,7105,101,11,24,80,2
40,321,9555,120,147,41,75,42
95,321,14595,11,92,166,25,136
74,321,11095,12,160,84,139,82
119,321,24640,144,48,93,116,105
62,321,20125,139,106,23,19,116
66,322,5304,144,120,75,132,46
36,322,8328,72,58,16,151,71
26,322,10632,83,93,122,44,150
103,322,8976,41,165,168,39,155
46,322,13248,38,104,48,130,139
63,322,20448,96,86,3,168,141
11,322,10680,138,82,71,102,19
39,322,12408,48,27,113,62,14
38,322,15528,116,21,92,59,1
107,322,18360,164,93,33,4,55
68,323,11430,82,121,13,80,156
28,323,13455,18,130,82,8,155
62,323,8325,103,1,17,172,155
47,323,13140,116,85,35,172,20
20,323,21150,159,81,101,58,108
67,323,9990,10,70,48,71,131
6,323,10665,98,2,18,117,60
12,323,32265,124,80,167,42,35
5,323,19035,124,66,52,22,27
67,323,12870,58,90,18,145,106
21,324,15052,156,55,59,51,130
83,324,20829,133,24,110,58,28
9,324,23797,115,56,9,66,84
79,324,37736,127,25,36,62,38
56,324,19981,153,6,66,81,133
59,324,19080,154,33,26,3,52
109,324,17331,130,163,158,44,128
11,324,23532,72,124,11,56,166
2,324,16960,30,10,162,96,121
24,324,12773,103,137,11,48,69
102,325,6688,68,116,121,137,158
70,325,22048,160,26,63,83,51
17,325,24320,102,156,1,141,115
77,325,12288,113,21,169,77,8
88,325,16064,41,166,75,60,16
113,325,8768,47,31,103,134,34
20,325,12448,142,35,52,99,10
61,325,24032,161,48,138,7,84
63,325,17056,62,34,51,100,90
52,325,21024,70,156,33,13,59
65,326,20864,138,106,145,26,154
6,326,6848,33,136,169,166,101
34,326,22496,15,163,149,32,80
73,326,12320,7,72,81,111,90
88,326,18912,100,54,51,72,167
46,326,19584,9,135,70,104,138
77,326,11136,154,31,62,78,79
98,326,18240,127,41,97,136,25
96,326,20096,22,8,4,61,103
57,326,21728,23,118,167,162,28
107,327,47937,58,168,20,68,154
82,327,18810,26,30,42,43,159
53,327,39045,41,123,156,25,143
74,327,26562,155,145,170,151,117
93,327,37506,61,110,159,71,91
6,327,12882,45,54,36,77,82
96,327,38874,118,39,141,133,56
96,327,47424,171,27,163,104,36
95,327,25365,157,129,87,15,148
109,327,22515,44,53,98,20,33
112,328,29736,156,17,138,130,139
90,328,31329,28,77,149,72,32
17,328,44840,160,129,72,35,26
92,328,28025,46,112,153,69,76
96,328,50445,36,128,154,54,68
17,328,44840,121,100,9,58,91
15,328,41536,127,58,98,26,25
112,328,29677,132,17,1,37,94
24,328,13334,1,19,81,76,14
13,328,27081,172,123,128,34,122
14,329,16008,48,99,164,20,72
103,329,33028,109,119,128,131,139
90,329,20194,156,68,171,146,106
73,329,12190,16,169,78,47,5
51,329,24748,123,21,73,82,4
7,329,22310,99,105,117,77,137
85,329,13432,130,23,124,24,54
112,329,24610,128,100,117,23,143
23,329,16330,160,15,137,108,104
119,329,30820,96,172,127,106,130
16,330,13377,17,12,49,120,125
54,330,11934,117,86,60,27,39
38,330,26988,153,109,49,99,70
79,330,19461,78,69,86,22,111
38,330,25077,45,79,69,157,74
41,330,10257,9,53,83,29,133
108,330,13455,6,9,10,103,49
106,330,10062,117,107,31,168,73
56,330,14937,79,10,64,110,114
110,330,19461,61,37,59,153,166
82,331,20822,131,81,151,126,83
91,331,41412,69,5,19,153,26
104,331,28246,80,156,101,139,106
3,331,50228,145,46,60,11,24
55,331,22794,12,157,164,169,26
112,331,22852,173,128,94,52,53
108,331,18328,38,48,99,87,122
36,331,36424,147,85,138,166,60
67,331,14442,4,82,98,60,160
39,331,31320,123,138,41,142,143
91,332,17671,76,96,104,7,162
49,332,33907,68,37,117,3,62
51,332,24026,51,86,70,31,146
67,332,8364,165,54,12,58,173
106,332,8405,59,82,105,158,22
83,332,12997,142,111,89,60,101
88,332,26199,89,126,28,149,44
90,332,20787,49,112,43,50,96
29,332,11398,28,156,129,68,20
41,332,10127,123,71,132,25,106
36,333,6256,88,52,61,153,103
41,333,3979,151,115,147,42,126
86,333,4347,75,119,31,139,63
76,333,12259,165,17,54,115,152
25,333,16284,53,14,46,148,147
38,333,15180,22,17,89,133,48
67,333,5198,39,10,166,76,27
64,333,11316,51,6,2,153,149
92,333,9798,38,40,80,12,2
104,333,6394,81,129,131,87,109
24,334,9204,70,139,67,29,91
100,334,31408,85,87,28,143,160
35,334,16172,137,39,120,25,99
13,334,19552,2,92,64,51,79
99,334,24804,158,116,55,48,165
2,334,16640,88,123,80,27,97
37,334,10712,33,76,136,145,142
65,334,24492,7,104,79,155,164
50,334,14924,90,110,143,171,121
10,334,12428,69,51,36,108,164
113,335,18467,33,16,127,123,52
6,335,12685,40,147,56,50,136
46,335,56994,121,77,166,151,144
33,335,22243,29,88,43,97,160
115,335,27081,95,91,146,67,19
93,335,39589,83,93,81,122,94
97,335,52628,143,59,3,104,142
22,335,18054,82,17,150,50,35
9,335,37406,82,117,113,150,169
37,335,24249,28,81,115,43,129
29,336,19768,168,143,109,138,132
46,336,27888,159,69,66,94,44
63,336,51184,41,62,58,153,136
112,336,20328,54,159,106,64,158
93,336,25872,23,28,117,7,12
4,336,35112,151,84,34,167,7
69,336,14952,88,15,36,156,53
79,336,33488,31,39,110,71,9
58,336,22344,94,112,140,153,68
54,336,16912,149,167,124,70,80
92,337,7959,99,98,7,46,84
89,337,12180,43,4,29,34,7
71,337,12705,31,129,111,132,137
23,337,15393,104,154,152,133,43
105,337,11676,22,21,63,12,14
36,337,10962,140,17,134,29,146
38,337,14616,31,140,49,110,152
1,337,5292,20,150,25,149,104
15,337,8463,73,131,127,4,27
112,337,7497,87,58,156,102,69
32,338,25190,125,84,129,171,99
62,338,48620,161,109,57,168,5
96,338,30855,150,20,163,60,55
19,338,25850,15,52,23,4,58
43,338,30140,63,2,19,40,6
60,338,20735,107,148,72,7,161
87,338,19965,77,165,115,15,2
16,338,17050,120,95,83,47,172
10,338,24805,165,20,95,53,91
8,338,30525,43,117,143,32,112
10,339,6732,23,106,52,156,28
40,339,7582,48,170,2,22,37
77,339,13124,20,149,81,11,168
21,339,10744,125,93,94,67,158
68,339,7038,6,169,82,51,47
90,339,17102,109,128,119,73,154
39,339,13328,171,68,148,159,172
73,339,9758,49,28,113,47,66
99,339,17612,3,12,147,40,48
99,339,19244,141,33,43,9,42
22,340,9672,2,57,25,72,167
105,340,12288,160,36,161,166,139
30,340,5496,143,25,147,64,98
105,340,12048,102,27,52,149,131
62,340,16176,29,65,16,94,104
114,340,12072,100,112,32,91,17
89,340,4752,34,150,30,109,67
99,340,15600,139,118,11,94,154
108,340,9024,26,106,91,20,71
108,340,9336,90,104,134,48,150
117,341,16863,91,42,127,5,95
43,341,9471,101,66,56,151,59
50,341,9207,8,32,45,142,35
2,341,10560,89,11,166,102,38
43,341,24783,137,143,19,72,106
65,341,16401,99,13,38,31,9
69,341,8811,43,1,167,173,151
100,341,21120,141,35,71,150,23
22,341,18942,111,165,86,105,73
109,341,11682,121,158,42,27,153
84,342,42680,115,30,36,2,48
19,342,11770,158,167,84,24,116
74,342,31185,12,84,44,113,6
84,342,30965,85,115,121,126,172
31,342,47630,88,5,52,54,153
107,342,45100,106,64,41,7,43
7,342,25905,5,31,130,28,70
96,342,28600,72,171,24,19,11
55,342,14410,158,136,125,29,59
93,342,27610,81,87,106,44,11
28,343,15498,147,63,87,144,43
101,343,31752,19,22,116,134,153
89,343,15768,123,157,104,152,53
119,343,35478,159,85,94,127,39
115,343,27594,19,21,75,84,55
26,343,42120,65,160,102,32,151
74,343,36342,154,85,128,78,110
96,343,50112,166,124,104,35,99
52,343,35478,72,170,163,96,118
78,343,36666,118,171,6,20,67
71,344,22474,48,35,131,32,52
63,344,33660,103,129,7,136,143
5,344,11016,107,94,163,40,54
109,344,11594,173,104,36,49,25
44,344,14552,130,60,70,39,14
81,344,11254,135,132,16,35,38
56,344,19006,99,136,115,87,113
17,344,25840,39,89,44,16,78
109,344,15266,20,90,106,30,79
86,344,10506,105,23,93,88,16
79,345,10626,26,109,22,20,101
110,345,14652,151,29,133,165,85
35,345,7392,153,13,155,146,170
12,345,16170,98,25,56,111,34
79,345,14344,109,100,138,33,92
94,345,7942,104,67,91,89,81
104,345,5984,158,66,64,131,102
43,345,6292,57,161,70,68,170
100,345,15488,46,51,161,108,143
47,345,4356,116,80,165,128,49
12,346,40774,101,79,56,86,123
53,346,43268,139,13,72,32,123
23,346,34858,104,136,110,38,99
9,346,28710,146,124,152,37,142
38,346,36076,62,102,12,38,97
118,346,37932,44,81,7,144,19
53,346,32538,83,8,31,99,134
100,346,39382,170,105,54,28,146
62,346,61364,73,103,146,137,47
35,346,19778,9,22,147,55,15
114,347,21784,61,35,8,92,153
89,347,27608,135,136,124,59,121
60,347,24808,87,142,138,141,18
119,347,36120,31,147,105,5,93
81,347,22512,39,166,134,37,80
