p_id,Gamer_ID,name,country,Region,team_name,role,team_id,rank
483,LittleBoy,Mario Romero Valdivia,Peru,South America,Thunder Awaken,Offlaner,24,56
484,Alone,Ricardo Ernesto Sanchez Fernandez,Peru,South America,Thunder Awaken,Solo Middle,24,294
485,Michael-,Miguel Angel Choque Gomez,Bolivia,South America,Thunder Awaken,Support,24,89
486,Accel,Cristian Neto Cruz Quispe,Peru,South America,Thunder Awaken,Support,24,326
487,Timado,Enzo Gianoli O'Connor,Peru,South America,TSM,Carry,11,103
488,MoonMeander,David Tan Boon Yang,Canada,North America,TSM,Coach,11,191
489,kasane,Ilyas Gainullin,Russia,Europe,TSM,Offlaner,11,79
490,Bryle,Jonathan Bryle Santos De Guia,Canada,North America,TSM,Solo Middle,11,74
491,Whitemon,Matthew Filemon,Indonesia,Southeast Asia,TSM,Support,11,317
492,Ari,Matthew Walker,United Kingdom,Europe,TSM,Support,11,38
493,skiter,Oliver Lepko,Slovakia,Europe,Tundra Esports,Carry,39,290
494,Aui_2000,Kurtis Daniel Ling,Canada,North America,Tundra Esports,Coach,39,283
495,33,Neta Shapira,Israel,Other,Tundra Esports,Offlaner,39,259
496,Nine,Leon Kirilin,Germany,Europe,Tundra Esports,Solo Middle,39,37
497,Saksa,Martin Sazdov,North Macedonia,Other,Tundra Esports,Support,39,244
498,Sneyking,Wu Jingjun,United States,North America,Tundra Esports,Support,39,329
505,Erika,Yang Shaohan,China,China,Vici Gaming,Carry,65,371
506,Fenrir,Lu Chao,China,China,Vici Gaming,Coach,65,376
507,niu,Li Kongbo,China,China,Vici Gaming,Offlaner,65,360
508,Setsu,Gao Zhenxiong,China,China,Vici Gaming,Solo Middle,65,187
509,fy,Xu Linsen,China,China,Vici Gaming,Support,65,253
510,Yang,Zhou Haiyang,China,China,Vici Gaming,Support,65,267
511,krylat,Alexandr Krylatov,Russia,Europe,Virtus.pro,Carry,54,55
512,Ahilles,Timur Kulmuhambetov,Russia,Europe,Virtus.pro,Coach,54,117
513,Noticed,Evgeniy Ignatenko,Russia,Europe,Virtus.pro,Offlaner,54,58
514,squad1x,Ilya Kuvaldin,Russia,Europe,Virtus.pro,Solo Middle,54,223
515,Dukalis,Andrey Kuropatkin,Russia,Europe,Virtus.pro,Support,54,136
516,illias,Illias Ganeev,Russia,Europe,Virtus.pro,Support,54,125
517,sayuw,Oleg Kalenbet,Russia,Europe,Virtus.pro,Support,54,260
522,.Ark,Yegor Zhabotinskii,Non-representing,Other,Wildcard Gaming,Carry,12,234
523,Sunlight,Kirill Kachinsky,Belarus,Europe,Wildcard Gaming,Offlaner,12,240
524,babitich,Vladimir Abelyan,Russia,Europe,Wildcard Gaming,Solo Middle,12,93
525,FLee,Francis Lee,United States,North America,Wildcard Gaming,Support,12,230
526,Sammyboy,Samuel Anderson,United States,North America,Wildcard Gaming,Support,12,377
537,J,Wang Wenjun,China,China,Xtreme Gaming,Carry,66,319
538,Ghost,Daniel Chan Kok Hong,Malaysia,Southeast Asia,Xtreme Gaming,Carry,66,300
539,bLink,Zhou Yang,China,China,Xtreme Gaming,Coach,66,17
540,Srf,Sun Runfa,China,China,Xtreme Gaming,Offlaner,66,366
541,JT-,Thiay Jun Wen,Malaysia,Southeast Asia,Xtreme Gaming,Offlaner,66,347
542,Paparazi灬,Zhang Chengjun,China,China,Xtreme Gaming,Solo Middle,66,180
543,Dy,Ding Cong,China,China,Xtreme Gaming,Support,66,293
544,Pyw,Xiong Jiahan,China,China,Xtreme Gaming,Support,66,227
545,ShowTi,Aung Myat Soe,Myanmar,Southeast Asia,Yangon Galacticos,Offlaner,80,332
546,Lou,Lou Zhen,China,China,Ybb Gaming,Carry,67,54
547,Beyond,Xiang Zhenghong,China,China,Ybb Gaming,Offlaner,67,255
548,7e,Huang Heming,China,China,Ybb Gaming,Solo Middle,67,194
549,zzq,Zhang Ziqiang,China,China,Ybb Gaming,Support,67,372
550,天命,Jiang An,China,China,Ybb Gaming,Support,67,50
