"Match","Hero","Player","Result","Kills","Deaths","Assists","KDA","GPM","XPM","Last Hits","Denies","LVL","HD","TD","HH","GS","End Game Items"
"7002698242","Tiny","JNova","Loss","8","10","12","2.00","311","400","98","2","18","16243","378","0","13685","Dust of Appearance Eul's Scepter of Divinity Force Staff Blink Dagger Aether Lens Boots of Speed"
"7002698242","Ember Spirit","AbCdE.","Loss","7","5","16","4.60","538","791","331","9","25","47031","2360","0","23375","Phase Boots Gleipnir Blink Dagger Black King Bar Dust of Appearance Kaya and Sange"
"7002698242","Spectre","L'enfer, c'est les autres","Loss","7","5","14","4.20","524","730","324","7","24","48804","625","0","21380","Power Treads Nullifier Blade Mail Manta Style Skull Basher Aghanim's Scepter"
"7002548969","Drow Ranger","Adrian","Loss","15","8","8","2.88","667","769","378","12","24","37219","3853","0","25790","Power Treads Manta Style Hurricane Pike Silver Edge Falcon Blade Linken's Sphere"
"7002548969","Spirit Breaker","ᅚ","Win","1","15","21","1.47","304","466","68","3","18","12119","0","0","9605","Ogre Axe Point Booster Dust of Appearance Phase Boots Shadow Blade Magic Stick"
"7002548969","Tidehunter","Drakeel","Loss","4","7","19","3.29","376","563","170","6","20","21266","465","8200","18075","Guardian Greaves Magic Wand Blink Dagger Gauntlets of Strength Gauntlets of Strength Lotus Orb"
"7002548969","Terrorblade","Rena.-♥","Win","8","2","14","11.00","725","849","443","7","25","25131","18134","0","26110","Power Treads Blink Dagger Assault Cuirass Manta Style Black King Bar Eye of Skadi"
"7002548969","Batrider","-_Möön_-","Win","12","4","17","7.25","596","973","283","7","27","38127","128","0","23390","Black King Bar Blink Dagger Refresher Orb Octarine Core Gem of True Sight Boots of Travel 2"
"7002548969","Ember Spirit","J e i m a r i","Loss","8","5","11","3.80","546","642","300","9","22","37487","1877","0","22210","Aghanim's Scepter Bottle Phase Boots Kaya and Sange Refresher Orb Maelstrom"
"7002548969","Snapfire","ArzenT","Win","14","7","19","4.71","494","749","160","13","23","32457","1308","13132","18295","Guardian Greaves Pipe of Insight Force Staff Magic Wand Aghanim's Scepter Dust of Appearance"
"7002548969","Treant Protector","RedMonster","Win","3","9","27","3.33","345","574","58","2","21","13459","796","9134","10810","Blink Dagger Wraith Pact Magic Wand Boots of Speed Observer Ward"
"7002548969","Vengeful Spirit","555","Loss","3","12","20","1.92","238","403","19","4","17","14282","431","390","6915","Dust of Appearance Magic Wand Aether Lens Tranquil Boots"
"7002548969","Hoodwink","Zxca","Loss","7","6","18","4.17","310","485","51","4","19","24959","735","0","10110","Aether Lens Magic Wand Blink Dagger Dust of Appearance Boots of Speed Wind Lace"
"7002510263","Monkey King","Zxca","Loss","0","6","2","0.33","185","287","33","8","11","7665","0","0","3910","Circlet Perseverance Magic Stick Energy Booster Orb of Venom"
"7002510263","Snapfire","Drakeel","Loss","1","6","2","0.50","355","340","142","14","12","13686","158","1444","8645","Magic Wand Point Booster Guardian Greaves Ring of Regen Gauntlets of Strength Cloak"
"7002510263","Phantom Lancer","Rena.-♥","Win","6","0","6","-","537","607","211","7","16","8390","2471","0","12840","Power Treads Diffusal Blade Quelling Blade Yasha Magic Wand Heart of Tarrasque"
"7002510263","Crystal Maiden","555","Loss","1","7","5","0.86","222","286","46","1","11","11599","45","237","4245","Boots of Speed Magic Wand Observer and Sentry Wards Fluffy Hat Dust of Appearance"
"7002510263","Broodmother","ArzenT","Win","8","2","15","11.50","492","574","139","6","16","10739","7743","2499","12435","Guardian Greaves Soul Ring Pipe of Insight Magic Wand Orb of Corrosion"
"7002510263","Storm Spirit","J e i m a r i","Loss","3","5","3","1.20","479","501","196","5","15","10952","1057","0","11085","Witch Blade Arcane Boots Bottle Magic Wand Kaya and Sange Point Booster"
"7002510263","Treant Protector","RedMonster","Win","3","2","14","8.50","246","470","26","5","14","8129","346","7262","5160","Observer and Sentry Wards Magic Wand Smoke of Deceit Iron Branch Arcane Boots"
"7002510263","Troll Warlord","Adrian","Loss","1","5","3","0.80","456","547","217","2","15","9103","226","0","11615","Power Treads Band of Elvenskin Battle Fury Aghanim's Scepter Wind Lace Magic Stick"
"7002510263","Batrider","-_Möön_-","Win","8","3","14","7.33","540","667","168","4","17","19863","249","0","10900","Wind Lace Magic Wand Clarity Black King Bar Aether Lens Boots of Travel"
"7002510263","Rubick","ᅚ","Win","4","0","22","-","379","598","58","8","16","18807","142","195","9995","Magic Wand Aether Lens Wind Lace Tranquil Boots Hood of Defiance Staff of Wizardry"
"7002458194","Rubick","Kiri","Loss","0","5","5","1.00","292","310","94","2","14","8644","0","0","11855","Force Staff Dust of Appearance Boots of Speed Quelling Blade Aether Lens Gem of True Sight"
"7002458194","Keeper of the Light","Le agarre a la melodía","Loss","9","4","1","2.50","687","879","384","0","25","39423","163","4583","21370","Spirit Vessel Ethereal Blade Ogre Axe Force Staff Dagon Boots of Travel"
"7002458194","Sven","JP","Loss","1","5","3","0.80","559","627","379","10","21","6154","1041","0","20395","Blink Dagger Phase Boots Mask of Madness Black King Bar Echo Sabre Daedalus"
"7002458194","Timbersaw","H1j4ck","Loss","1","9","4","0.56","383","405","219","3","17","9549","152","0","13510","Magic Wand Arcane Boots Dust of Appearance Aghanim's Scepter Vanguard Kaya and Sange"
"7002458194","Treant Protector","Luis","Win","8","4","20","7.00","353","500","38","0","19","13472","95","3606","13395","Sentry Ward Magic Stick Tranquil Boots Force Staff Blink Dagger"
"7002458194","Hoodwink","MonHty","Win","4","5","14","3.60","331","363","75","1","16","12536","1198","0","10915","Boots of Speed Force Staff Blink Dagger Aether Lens"
"7002458194","Death Prophet","Robo-Z","Win","9","1","16","25.00","633","885","268","19","25","31984","8805","0","24980","Black King Bar Phase Boots Eul's Scepter of Divinity Blink Dagger Shiva's Guard Aghanim's Scepter"
"7002458194","Drow Ranger","Cucahook","Win","12","1","18","30.00","674","757","307","20","23","34280","10058","0","27570","Silver Edge Power Treads Hurricane Pike Eye of Skadi Black King Bar Blink Dagger"
"7002458194","Dawnbreaker","SexyeYogye","Loss","0","14","7","0.50","241","340","93","0","15","9453","0","862","8215","Arcane Boots Aghanim's Scepter Magic Wand Observer Ward Blight Stone"
"7002458194","Lycan","Hermit","Win","4","2","27","15.50","568","676","264","9","22","12065","14604","3451","20015","Helm of the Overlord Heaven's Halberd Scythe of Vyse Magic Stick Dust of Appearance"
"7002396186","Broodmother","Hermit","Win","10","2","22","16.00","465","691","223","6","26","26158","6222","9441","18940","Guardian Greaves Pipe of Insight Lotus Orb Aghanim's Scepter Soul Ring Gem of True Sight"
"7002396186","Elder Titan","Luis","Win","1","4","34","8.75","310","386","24","4","19","20573","195","0","13670","Veil of Discord Force Staff Observer and Sentry Wards Tranquil Boots Wind Lace Blink Dagger"
"7002396186","Keeper of the Light","Kiri","Loss","1","6","10","1.83","349","451","338","0","20","25964","127","30899","19150","Guardian Greaves Wraith Pact Glimmer Cape Blink Dagger Force Staff Cheese"
"7002396186","Death Prophet","Le agarre a la melodía","Loss","4","12","4","0.67","490","627","458","11","24","36629","2598","0","19600","Blink Dagger Ghost Scepter Black King Bar Phase Boots Blade Mail Kaya and Sange"
"7002396186","Kunkka","Robo-Z","Win","9","1","26","35.00","532","712","291","5","26","27287","1729","0","23785","Black King Bar Shiva's Guard Refresher Orb Phase Boots Aghanim's Scepter Gem of True Sight"
"7002396186","Clinkz","Cucahook","Win","18","1","13","31.00","760","832","416","21","27","67162","19140","0","37555","Black King Bar Gleipnir Nullifier Eye of Skadi Daedalus Linken's Sphere"
"7002396186","Snapfire","MonHty","Win","5","6","24","4.83","510","666","258","13","25","26779","808","0","25065","Boots of Speed Scythe of Vyse Blink Dagger Aghanim's Scepter Force Staff Octarine Core"
"7002396186","Naga Siren","JP","Loss","4","8","7","1.38","755","581","718","2","23","21817","6047","0","34965","Bloodthorn Scythe of Vyse Manta Style Black King Bar Heart of Tarrasque Butterfly"
"7002396186","Crystal Maiden","SexyeYogye","Loss","2","11","10","1.09","264","371","109","0","18","20174","275","195","11480","Boots of Speed Black King Bar Magic Wand Fluffy Hat Sentry Ward"
"7002396186","Dragon Knight","H1j4ck","Loss","3","6","8","1.83","369","450","250","9","20","21969","2720","0","16200","Blink Dagger Soul Ring Black King Bar Power Treads Aghanim's Scepter"
"7002312609","Tiny","Kiri","Win","4","11","16","1.82","342","447","74","3","18","12287","295","7724","13545","Blink Dagger Ghost Scepter Force Staff Smoke of Deceit Guardian Greaves Wind Lace"
"7002312609","Lich","Luis","Loss","2","12","17","1.58","232","263","20","4","13","18333","115","195","7735","Observer and Sentry Wards Smoke of Deceit Wind Lace Arcane Boots Magic Wand"
"7002312609","Snapfire","MonHty","Loss","3","6","15","3.00","361","398","127","3","17","21070","132","195","13790","Blight Stone Arcane Boots Blink Dagger Aghanim's Scepter Force Staff Magic Stick"
"7002312609","Broodmother","Hermit","Loss","3","5","13","3.20","376","537","181","5","20","12129","3155","4544","16340","Guardian Greaves Lotus Orb Pipe of Insight Magic Wand Soul Ring"
"7002312609","Ember Spirit","Robo-Z","Loss","13","7","10","3.29","458","503","192","13","19","37484","725","0","16885","Black King Bar Phase Boots Aghanim's Scepter Dust of Appearance Maelstrom Orb of Corrosion"
"7002312609","Earthshaker","Le agarre a la melodía","Win","10","2","12","11.00","710","878","440","9","25","39668","8781","0","30025","Blink Dagger Satanic Daedalus Power Treads Black King Bar Aghanim's Scepter"
"7002312609","Juggernaut","Cucahook","Loss","6","3","8","4.67","595","628","336","11","21","40722","791","3761","21070","Magic Wand Mjollnir Phase Boots Eye of Skadi Sange and Yasha Wraith Band"
"7002312609","Crystal Maiden","SexyeYogye","Win","5","11","16","1.91","307","398","60","2","17","17477","108","0","7575","Boots of Speed Force Staff Glimmer Cape Iron Branch"
"7002312609","Centaur Warrunner","H1j4ck","Win","4","4","24","7.00","450","661","247","5","22","14261","1392","0","15995","Blink Dagger Magic Wand Pipe of Insight Lotus Orb Boots of Speed Heart of Tarrasque"
"7002312609","Naga Siren","JP","Win","10","1","14","24.00","900","853","650","8","25","22585","14812","0","32940","Manta Style Aghanim's Scepter Bloodthorn Black King Bar Butterfly Heart of Tarrasque"
"7002193879","Death Prophet","Lissex-","Loss","9","7","11","2.86","471","587","238","8","23","24168","2750","3385","20280","Aeon Disk Black King Bar Dust of Appearance Heaven's Halberd Platemail Guardian Greaves"
"7002193879","Riki","Destroyer^^|","Loss","2","7","25","3.86","253","467","25","2","21","9050","19","0","9070","Force Staff Blink Dagger Magic Stick Iron Branch Arcane Boots"
"7002193879","Medusa","Tiburoncin","Loss","3","5","12","3.00","811","755","711","3","26","23660","4452","0","38730","Aeon Disk Silver Edge Manta Style Black King Bar Eye of Skadi"
"7002193879","Jakiro","Namikase.Fsy","Loss","2","6","13","2.50","274","376","93","3","19","19698","512","0","11500","Tranquil Boots Force Staff Aether Lens Magic Wand Wind Lace"
"7002193879","Invoker","15 añitos","Loss","6","3","13","6.33","620","687","397","14","26","33907","2469","0","33545","Blink Dagger Black King Bar Scythe of Vyse Refresher Orb Boots of Travel Linken's Sphere"
"7002193879","Leshrac","Ñengoflow KELOKE","Win","8","2","13","10.50","640","733","457","6","26","20949","10641","0","22610","Blink Dagger Bloodstone Scythe of Vyse Boots of Travel Black King Bar Gem of True Sight"
"7002193879","Mars","Sora","Win","7","5","12","3.80","448","635","238","10","24","19580","1812","0","18125","Blink Dagger Black King Bar Scythe of Vyse Phase Boots Soul Ring"
"7002193879","Tusk","ShakaLord","Win","2","12","15","1.42","270","446","33","3","20","9959","49","0","12440","Arcane Boots Magic Stick Observer Ward Fluffy Hat Blink Dagger"
"7002193879","Snapfire","DarknesK","Win","6","2","10","8.00","374","523","138","6","22","15359","1497","3198","16535","Force Staff Wraith Pact Blight Stone Magic Wand Arcane Boots Aghanim's Scepter"
"7002193879","Terrorblade","Unknown","Win","5","2","8","6.50","948","686","836","17","26","29609","21435","0","40490","Divine Rapier Manta Style Black King Bar Hurricane Pike Eye of Skadi Monkey King Bar"
"7002098040","Troll Warlord","Unknown","Win","7","4","8","3.75","708","866","386","15","23","16113","14272","0","23960","Phase Boots Battle Fury Black King Bar Abyssal Blade Morbid Mask Sange and Yasha"
"7002098040","Leshrac","Ñengoflow KELOKE","Win","8","3","10","6.00","698","782","351","9","22","20522","6900","24","20735","Bloodstone Black King Bar Scythe of Vyse Boots of Travel Magic Wand Blink Dagger"
"7002098040","Tusk","ShakaLord","Win","2","5","18","4.00","297","499","36","1","18","13764","107","0","10540","Arcane Boots Blink Dagger Magic Stick Wind Lace"
"7002098040","Rubick","Destroyer^^|","Loss","2","3","11","4.33","222","371","25","1","15","14532","239","0","7675","Boots of Speed Blight Stone Aether Lens Magic Wand Smoke of Deceit Dust of Appearance"
"7002098040","Faceless Void","Tiburoncin","Loss","3","6","6","1.50","494","590","241","8","19","16149","102","0","14695","Power Treads Black King Bar Mjollnir Wraith Band Hand of Midas Magic Wand"
"7002098040","Death Prophet","Sora","Win","4","2","15","9.50","471","606","174","8","19","14559","6893","4897","14305","Wraith Band Blink Dagger Magic Wand Guardian Greaves Pipe of Insight"
"7002098040","Primal Beast","Lissex-","Loss","5","5","6","2.20","448","487","236","8","17","11226","260","0","14015","Kaya and Sange Black King Bar Dust of Appearance Blink Dagger Wind Lace Arcane Boots"
"7002098040","Enchantress","Namikase.Fsy","Loss","2","6","8","1.67","283","343","101","3","14","8960","4964","2215","8340","Boots of Speed Force Staff Buckler Mekansm Magic Wand"
"7002098040","Mirana","DarknesK","Win","5","2","14","9.50","388","502","57","0","18","9801","172","0","12445","Spirit Vessel Wind Waker Observer and Sentry Wards Boots of Speed"
"7002098040","Pangolier","15 añitos","Loss","4","6","8","2.00","502","572","245","4","19","16450","343","0","17225","Magic Wand Aghanim's Scepter Blink Dagger Diffusal Blade Skull Basher Arcane Boots"
"7001969945","Lone Druid","Unknown","Loss","0","7","4","0.57","495","506","340","20","20","5933","12342","0","19925",""
"7001969945","Rubick","Destroyer^^|","Win","3","4","26","7.25","338","602","75","2","21","19065","1324","240","11965","Force Staff Blink Dagger Spirit Vessel Boots of Speed Aether Lens Dust of Appearance"
"7001969945","Primal Beast","Lissex-","Win","11","2","24","17.50","548","787","255","1","24","27836","2256","0","20605","Shiva's Guard Black King Bar Scythe of Vyse Blink Dagger Wind Lace Arcane Boots"
"7001969945","Ember Spirit","15 añitos","Win","16","0","20","-","754","849","404","4","26","44303","548","0","31260","Black King Bar Gleipnir Phase Boots Octarine Core Kaya and Sange Aghanim's Scepter"
"7001969945","Chaos Knight","Tiburoncin","Win","10","3","17","9.00","688","774","364","4","24","24042","7144","0","24565","Power Treads Blink Dagger Black King Bar Bloodthorn Assault Cuirass Hand of Midas"
"7001969945","Clockwerk","DarknesK","Loss","1","12","8","0.75","308","340","113","16","16","12285","13","0","9110","Spirit Vessel Glimmer Cape Observer and Sentry Wards Point Booster Boots of Speed Smoke of Deceit"
"7001969945","Timbersaw","Sora","Loss","7","6","4","1.83","521","611","290","11","22","33103","538","0","17935","Aghanim's Scepter Blink Dagger Kaya and Sange Lotus Orb Soul Ring Boots of Speed"
"7001969945","Treant Protector","Namikase.Fsy","Win","1","3","30","10.33","292","504","44","2","20","9963","267","14311","9080","Blink Dagger Magic Wand Gem of True Sight Arcane Boots"
"7001969945","Death Prophet","Ñengoflow KELOKE","Loss","2","5","4","1.20","515","616","319","13","22","17645","4544","0","17975","Black King Bar Phase Boots Blink Dagger Platemail Magic Wand Kaya and Sange"
"7001969945","Jakiro","ShakaLord","Loss","2","11","7","0.82","228","346","19","0","16","13892","735","195","7625","Sentry Ward Boots of Speed Ring of Basilius Force Staff"
"7001792744","Dark Seer","Cloud","Win","6","4","18","6.00","560","566","198","0","18","14746","282","5836","18270","Lotus Orb Pipe of Insight Drum of Endurance Guardian Greaves Null Talisman"
"7001792744","Clockwerk","HappyDyurara","Win","2","5","17","3.80","330","346","26","10","13","11614","0","195","8990","Force Staff Observer and Sentry Wards Glimmer Cape Magic Wand Boots of Speed Buckler"
"7001792744","Snapfire","VANSKOR","Loss","3","13","10","1.00","252","230","30","2","11","10029","35","9","7585","Magic Stick Force Staff Observer Ward Boots of Speed Clarity Dust of Appearance"
"7001792744","Naga Siren","kenny","Loss","2","3","7","3.00","613","504","358","6","17","11283","775","0","22645","Power Treads Manta Style Butterfly Black King Bar Mage Slayer"
"7001792744","Death Prophet","foryou","Loss","5","6","8","2.17","462","478","174","7","16","21858","1312","0","12565","Magic Wand Black King Bar Bottle Phase Boots Kaya and Sange Platemail"
"7001792744","Primal Beast","kur0patbI4","Loss","1","7","8","1.29","304","378","100","7","14","8328","29","0","7185","Black King Bar Dust of Appearance Tome of Knowledge Magic Wand Phase Boots Wind Lace"
"7001792744","Tusk","Lefitan","Win","5","7","16","3.00","340","430","41","3","15","10582","412","0","9610","Boots of Speed Smoke of Deceit Aghanim's Scepter Wind Lace Blink Dagger"
"7001792744","Rubick","internet любовь","Loss","3","6","6","1.50","271","352","53","9","14","14250","0","0","7640","Force Staff Arcane Boots Magic Wand Blink Dagger Dust of Appearance Wind Lace"
"7001792744","Invoker","Mannik","Win","7","0","17","-","542","637","150","15","19","24323","7331","0","18085","Magic Wand Power Treads Drum of Endurance Black King Bar Witch Blade Gem of True Sight"
"7001792744","Shadow Fiend","Dream`","Win","14","0","8","-","832","881","339","31","22","27223","22999","0","24110","Power Treads Silver Edge Mask of Madness Hurricane Pike Aegis of the Immortal Black King Bar"
"7001623842","Enchantress","Lefitan","Win","9","7","13","3.14","419","699","137","4","23","31147","9516","528","18220","Power Treads Aghanim's Scepter Wraith Band Lotus Orb Wraith Band Hurricane Pike"
"7001623842","Doom","Cloud","Win","6","5","15","4.20","748","858","289","1","26","23954","3164","0","30740","Blink Dagger Refresher Orb Aghanim's Scepter Black King Bar Boots of Travel Octarine Core"
"7001623842","Marci","kur0patbI4","Loss","4","9","15","2.11","389","408","156","13","17","16486","99","2251","13605","Cheese Black King Bar Falcon Blade Crystalys Phase Boots Skull Basher"
"7001623842","Skywrath Mage","internet любовь","Loss","6","8","14","2.50","359","733","53","1","23","23060","329","0","12395","Force Staff Ethereal Blade Dust of Appearance Glimmer Cape Tranquil Boots"
"7001623842","Clockwerk","HappyDyurara","Win","2","7","28","4.29","299","484","32","22","19","19647","48","195","11700","Force Staff Observer and Sentry Wards Magic Stick Dust of Appearance Platemail Boots of Travel"
"7001623842","Treant Protector","VANSKOR","Loss","1","13","24","1.92","289","407","41","5","17","17640","0","6534","9515","Force Staff Blink Dagger Magic Stick Boots of Speed"
"7001623842","Ember Spirit","foryou","Loss","7","8","14","2.62","443","644","210","11","22","30720","131","0","16860","Orb of Corrosion Black King Bar Bottle Maelstrom Boots of Speed Kaya and Sange"
"7001623842","Morphling","kenny","Loss","9","3","10","6.33","725","839","441","26","25","34766","3006","0","28970","Eye of Skadi Manta Style Linken's Sphere Mage Slayer Black King Bar Daedalus"
"7001623842","Batrider","Mannik","Win","7","4","26","8.25","494","753","250","14","24","34514","1078","0","18155","Octarine Core Witch Blade Black King Bar Blink Dagger Gem of True Sight Boots of Travel"
"7001623842","Lina","Dream`","Win","17","5","11","5.60","788","960","457","26","27","39812","10178","0","32295","Falcon Blade Silver Edge Black King Bar Gleipnir Satanic Boots of Travel"
"7001443733","Skywrath Mage","Junior","Loss","6","9","11","1.89","307","441","98","2","20","29665","0","0","13525","Magic Wand Arcane Boots Force Staff Glimmer Cape Sentry Ward Ethereal Blade"
"7001443733","Leshrac","Toshi","Loss","5","7","12","2.43","504","660","390","6","24","31795","1010","0","22235","Magic Wand Shiva's Guard Bloodstone Eul's Scepter of Divinity Scythe of Vyse Boots of Travel"
"7001443733","Tusk","Dodren","Win","7","4","21","7.00","511","693","245","5","26","27680","1569","0","20685","Phase Boots Blink Dagger Gem of True Sight Black King Bar Desolator Scythe of Vyse"
"7001443733","Lycan","Proletariy","Loss","1","5","14","3.00","463","374","330","4","18","15735","7104","3288","18695","Ultimate Orb Helm of the Overlord Dust of Appearance Assault Cuirass Aghanim's Scepter"
"7001443733","Ursa","Dinozavrik","Win","11","2","10","10.50","800","812","555","6","27","31838","16028","0","28990","Phase Boots Swift Blink Battle Fury Abyssal Blade Nullifier Black King Bar"
"7001443733","Clockwerk","ArrOw","Win","2","5","20","4.40","402","581","127","17","23","19199","445","0","17495","Magic Wand Force Staff Tranquil Boots Lotus Orb Aghanim's Scepter"
"7001443733","Treant Protector","sohy","Loss","3","8","11","1.75","245","379","60","2","19","17116","0","4791","13255","Blink Dagger Force Staff Magic Stick Arcane Boots Observer and Sentry Wards Dust of Appearance"
"7001443733","Slark","Xannii","Loss","5","5","7","2.40","567","648","383","10","24","22835","1450","0","27385","Power Treads Black King Bar Refresher Orb Eye of Skadi Diffusal Blade Aghanim's Scepter"
"7001443733","Snapfire","BLACKARXANGEL","Win","5","7","15","2.86","372","510","122","0","22","18336","1631","0","14400","Lotus Orb Force Staff Glimmer Cape Tranquil Boots Magic Wand"
"7001443733","Death Prophet","Blizzy","Win","8","2","19","13.50","575","724","368","12","27","31717","12667","8782","30605","Black King Bar Blink Dagger Guardian Greaves Refresher Orb Scythe of Vyse"
"7001423038","Morphling","Ghost","Loss","5","4","12","4.25","601","772","394","36","24","16039","2103","0","24895","Manta Style Black King Bar Morbid Mask Silver Edge Power Treads Aghanim's Scepter"
"7001423038","Doom","JT-","Loss","11","5","11","4.40","713","737","275","8","24","25257","612","0","31360","Blink Dagger Black King Bar Refresher Orb Boots of Travel Aeon Disk Octarine Core"
"7001423038","Tiny","Eurus","Loss","6","10","13","1.90","444","558","214","15","21","25046","2076","179","17060","Assault Cuirass Black King Bar Blink Dagger Phase Boots Magic Wand Echo Sabre"
"7001423038","Crystal Maiden","Lww","Win","7","12","26","2.75","345","524","29","1","20","17882","96","0","12275","Magic Wand Force Staff Observer and Sentry Wards Lotus Orb Cloak Tranquil Boots"
"7001423038","Faceless Void","MWW","Win","17","4","15","8.00","783","825","430","11","26","39929","15192","0","31710","Mask of Madness Black King Bar Power Treads Linken's Sphere Mjollnir Eye of Skadi"
"7001423038","Marci","Pyw","Loss","3","12","13","1.33","264","492","68","3","19","15500","1103","2494","10325","Magic Wand Phase Boots Black King Bar Observer Ward Skull Basher"
"7001423038","Rubick","CatYou","Win","7","6","25","5.33","421","747","94","4","24","21288","1011","0","15635","Blink Dagger Gem of True Sight Glimmer Cape Tranquil Boots Aether Lens Aeon Disk"
"7001423038","Enchantress","Dy","Loss","5","12","10","1.25","295","427","87","0","18","12127","1362","2234","9315","Glimmer Cape Magic Wand Observer and Sentry Wards Power Treads Fluffy Hat Dragon Lance"
"7001423038","Magnus","X1aOyU","Win","5","6","16","3.50","457","613","206","3","22","10416","2215","2734","16335","Aether Lens Guardian Greaves Blink Dagger Force Staff Wraith Band Magic Wand"
"7001423038","Pangolier","YChen","Win","7","2","30","18.50","573","812","280","4","25","36932","4017","0","22535","Diffusal Blade Blink Dagger Aghanim's Scepter Arcane Boots Linken's Sphere Skull Basher"
"7001327798","Lina","Xannii","Loss","11","5","6","3.40","764","815","556","13","26","34286","4326","0","33500","Black King Bar Silver Edge Eye of Skadi Satanic"
"7001327798","Tiny","Toshi","Loss","5","10","11","1.60","346","444","175","3","19","18156","0","0","13660","Bottle Echo Sabre Blink Dagger Magic Wand Black King Bar Power Treads"
"7001327798","Nature's Prophet","Proletariy","Loss","8","6","15","3.83","572","587","378","21","22","32730","4228","0","21930","Mjollnir Power Treads Black King Bar Aghanim's Scepter Blitz Knuckles Witch Blade"
"7001327798","Rubick","ArrOw","Win","3","9","24","3.00","350","658","123","1","23","18173","777","0","12385","Aether Lens Magic Stick Force Staff Dust of Appearance Blink Dagger Boots of Speed"
"7001327798","Undying","sohy","Loss","2","11","18","1.82","261","431","78","2","19","10357","70","7363","10395","Magic Stick Guardian Greaves"
"7001327798","Hoodwink","Junior","Loss","2","11","15","1.55","254","518","53","7","21","17461","18","0","10090","Arcane Boots Magic Wand Glimmer Cape Blink Dagger"
"7001327798","Treant Protector","BLACKARXANGEL","Win","3","8","22","3.12","297","537","54","5","21","15668","72","9168","11960","Blink Dagger Magic Stick Tranquil Boots Aghanim's Scepter Wind Lace"
"7001327798","Death Prophet","Dodren","Win","19","4","15","8.50","681","849","379","9","27","42719","6860","0","28640","Boots of Travel Blink Dagger Shiva's Guard Black King Bar Kaya and Sange Scythe of Vyse"
"7001327798","Spectre","Dinozavrik","Win","16","2","22","19.00","727","896","407","14","28","51882","5644","0","30300","Aegis of the Immortal Eye of Skadi Manta Style Aghanim's Scepter Abyssal Blade Divine Rapier"
"7001327798","Centaur Warrunner","Blizzy","Win","2","5","28","6.00","542","738","388","3","25","18044","2711","0","22235","Shiva's Guard Crimson Guard Overwhelming Blink Boots of Speed Heaven's Halberd"
"7001308966","Broodmother","JT-","Loss","6","3","5","3.67","454","495","195","12","16","7187","2485","2413","11525","Black King Bar Magic Wand Soul Ring Guardian Greaves Wraith Band"
"7001308966","Storm Spirit","Eurus","Loss","2","4","9","2.75","414","450","180","9","15","11764","224","0","11785","Bottle Black King Bar Witch Blade Magic Wand Power Treads"
"7001308966","Lion","Pyw","Loss","3","7","3","0.86","252","290","36","5","12","4207","0","0","6895","Observer and Sentry Wards Blink Dagger Magic Wand Tranquil Boots Fluffy Hat"
"7001308966","Techies","CatYou","Win","7","4","11","4.50","337","428","54","1","15","17442","2134","0","8475","Clarity Force Staff Aether Lens Null Talisman Tranquil Boots"
"7001308966","Morphling","Ghost","Loss","1","1","3","4.00","608","675","338","22","19","6479","57","0","18160","Manta Style Black King Bar Linken's Sphere Power Treads Wraith Band"
"7001308966","Pangolier","YChen","Win","3","2","14","8.50","487","586","235","1","18","13553","197","20","12525","Diffusal Blade Blink Dagger Aeon Disk Orb of Corrosion Gem of True Sight Boots of Speed"
"7001308966","Beastmaster","X1aOyU","Win","4","2","9","6.50","570","519","238","3","16","11354","12033","1140","18170","Quelling Blade Helm of the Overlord Aether Lens Boots of Speed Black King Bar Vitality Booster"
"7001308966","Lina","MWW","Win","6","3","2","2.67","735","748","372","8","20","10945","12480","0","22245","Boots of Travel Black King Bar Maelstrom Linken's Sphere Aegis of the Immortal Gem of True Sight"
"7001308966","Disruptor","Lww","Win","2","2","14","8.00","280","366","27","2","14","6803","0","0","6765","Magic Wand Force Staff Sentry Ward Boots of Speed Enchanted Mango"
"7001308966","Bane","Dy","Loss","0","7","6","0.86","196","214","24","4","10","3026","0","0","5575","Sentry Ward Magic Wand Arcane Boots Fluffy Hat"
"7001189125","Pangolier","Xxs","Loss","2","7","8","1.43","404","458","212","9","17","11147","571","0","12645","Skull Basher Blink Dagger Diffusal Blade Arcane Boots Magic Wand Orb of Corrosion"
"7001189125","Shadow Demon","BoBoKa","Loss","0","4","8","2.00","199","284","42","5","13","8202","0","1003","6695","Wind Lace Dust of Appearance Magic Wand Tranquil Boots Sentry Ward Aether Lens"
"7001189125","Bane","Y`","Win","1","5","14","3.00","238","333","20","0","14","4718","151","0","7525","Boots of Speed Magic Wand Black King Bar Wind Lace"
"7001189125","Disruptor","Fantasy","Loss","2","3","8","3.33","204","296","22","4","13","8666","161","0","6410","Magic Wand Ogre Axe Observer and Sentry Wards Tranquil Boots Smoke of Deceit Point Booster"
"7001189125","Marci","项羽","Win","9","1","9","18.00","494","664","192","14","20","17756","1072","1360","16775","Phase Boots Black King Bar Armlet of Mordiggian Blink Dagger Skull Basher Crystalys"
"7001189125","Void Spirit","NothingToSay","Win","3","2","11","7.00","545","719","242","11","21","19177","788","0","17765","Null Talisman Aghanim's Scepter Kaya Witch Blade Black King Bar Boots of Travel"
"7001189125","Drow Ranger","Shiro","Win","7","1","8","15.00","714","752","361","4","22","17456","11412","0","23660","Linken's Sphere Power Treads Hurricane Pike Aegis of the Immortal Silver Edge Black King Bar"
