p_id,Gamer_ID,name,country,Region,team_name,role,team_id,rank
330,LittleBoy,Mario Romero Valdivia,Peru,South America,Thunder Awaken,Offlaner,24,56
331,Alone,Ricardo Ernesto Sanchez Fernandez,Peru,South America,Thunder Awaken,Solo Middle,24,294
332,Michael-,Miguel Angel Choque Gomez,Bolivia,South America,Thunder Awaken,Support,24,89
333,Accel,Cristian Neto Cruz Quispe,Peru,South America,Thunder Awaken,Support,24,326
334,Timado,Enzo Gianoli O'Connor,Peru,South America,TSM,Carry,11,103
335,MoonMeander,David Tan Boon Yang,Canada,North America,TSM,Coach,11,191
336,kasane,Ilyas Gainullin,Russia,Europe,TSM,Offlaner,11,79
337,Bryle,Jonathan Bryle Santos De Guia,Canada,North America,TSM,Solo Middle,11,74
338,Whitemon,Matthew Filemon,Indonesia,Southeast Asia,TSM,Support,11,317
339,Ari,Matthew Walker,United Kingdom,Europe,TSM,Support,11,38
340,skiter,Oliver Lepko,Slovakia,Europe,Tundra Esports,Carry,39,290
341,Aui_2000,Kurtis Daniel Ling,Canada,North America,Tundra Esports,Coach,39,283
342,33,Neta Shapira,Israel,Other,Tundra Esports,Offlaner,39,259
343,Nine,Leon Kirilin,Germany,Europe,Tundra Esports,Solo Middle,39,37
344,Saksa,Martin Sazdov,North Macedonia,Other,Tundra Esports,Support,39,244
345,Sneyking,Wu Jingjun,United States,North America,Tundra Esports,Support,39,329
346,Erika,Yang Shaohan,China,China,Vici Gaming,Carry,65,371
347,Fenrir,Lu Chao,China,China,Vici Gaming,Coach,65,376
348,niu,Li Kongbo,China,China,Vici Gaming,Offlaner,65,360
349,Setsu,Gao Zhenxiong,China,China,Vici Gaming,Solo Middle,65,187
350,fy,Xu Linsen,China,China,Vici Gaming,Support,65,253
351,Yang,Zhou Haiyang,China,China,Vici Gaming,Support,65,267
352,krylat,Alexandr Krylatov,Russia,Europe,Virtus.pro,Carry,54,55
353,Ahilles,Timur Kulmuhambetov,Russia,Europe,Virtus.pro,Coach,54,117
354,Noticed,Evgeniy Ignatenko,Russia,Europe,Virtus.pro,Offlaner,54,58
355,squad1x,Ilya Kuvaldin,Russia,Europe,Virtus.pro,Solo Middle,54,223
356,Dukalis,Andrey Kuropatkin,Russia,Europe,Virtus.pro,Support,54,136
357,illias,Illias Ganeev,Russia,Europe,Virtus.pro,Support,54,125
358,sayuw,Oleg Kalenbet,Russia,Europe,Virtus.pro,Support,54,260
359,.Ark,Yegor Zhabotinskii,Non-representing,Other,Wildcard Gaming,Carry,12,234
360,Sunlight,Kirill Kachinsky,Belarus,Europe,Wildcard Gaming,Offlaner,12,240
361,babitich,Vladimir Abelyan,Russia,Europe,Wildcard Gaming,Solo Middle,12,93
362,FLee,Francis Lee,United States,North America,Wildcard Gaming,Support,12,230
363,Sammyboy,Samuel Anderson,United States,North America,Wildcard Gaming,Support,12,377
364,J,Wang Wenjun,China,China,Xtreme Gaming,Carry,66,319
365,Ghost,Daniel Chan Kok Hong,Malaysia,Southeast Asia,Xtreme Gaming,Carry,66,300
366,bLink,Zhou Yang,China,China,Xtreme Gaming,Coach,66,17
367,Srf,Sun Runfa,China,China,Xtreme Gaming,Offlaner,66,366
368,JT-,Thiay Jun Wen,Malaysia,Southeast Asia,Xtreme Gaming,Offlaner,66,347
369,Paparazi灬,Zhang Chengjun,China,China,Xtreme Gaming,Solo Middle,66,180
370,Dy,Ding Cong,China,China,Xtreme Gaming,Support,66,293
371,Pyw,Xiong Jiahan,China,China,Xtreme Gaming,Support,66,227
372,ShowTi,Aung Myat Soe,Myanmar,Southeast Asia,Yangon Galacticos,Offlaner,80,332
373,Lou,Lou Zhen,China,China,Ybb Gaming,Carry,67,54
374,Beyond,Xiang Zhenghong,China,China,Ybb Gaming,Offlaner,67,255
375,7e,Huang Heming,China,China,Ybb Gaming,Solo Middle,67,194
376,zzq,Zhang Ziqiang,China,China,Ybb Gaming,Support,67,372
377,天命,Jiang An,China,China,Ybb Gaming,Support,67,50
